"title, company, location, link"
Full Stack Developer,"
Miso, inc",서울,https://kr.indeed.com/채용보기?jk=754348a9c3f08d66
데이터 인프라 담당자 (경력),"
카카오",성남 판교역,https://kr.indeed.com/채용보기?jk=8a5c305f2e5018ed
iOS Developer,"
Bepro Company",서울,https://kr.indeed.com/채용보기?jk=297e6568c740f98e
(주)후로스와 함께 하실 소프트웨어 개발자,"
후로스",경기도 군포,https://kr.indeed.com/채용보기?jk=f6eab56d19bce5b1
"산업기능요원 전직/보충역 휴먼스케이프 소프트웨어 엔지니어 (Frontend, Backend)","
휴먼스케이프",서울 강남구,https://kr.indeed.com/채용보기?jk=3038b8559c96c24f
게임 데이터 분석가,"
쿡앱스",성남 삼평동,https://kr.indeed.com/채용보기?jk=43bebf7b974d657a
Global Payment DevOps Engineer,"
LINE Plus corporation",성남 판교역,https://kr.indeed.com/채용보기?jk=3a6a8a0cd102be19
HANA Core Developer,"
SAP",서울,https://kr.indeed.com/채용보기?jk=0670de1bd35c0b7e
[리니지M] 전투 밸런스 기획자 모집,"
엔씨소프트",성남 판교역,https://kr.indeed.com/채용보기?jk=92da4f1dae35bc28
Alibaba Cloud Intelligence Solutions Architect South Korea,"
Alibaba",서울,https://kr.indeed.com/채용보기?jk=d8b903e3573250b1
Data Engineer,"
하이퍼커넥트",서울,https://kr.indeed.com/채용보기?jk=e0506fe72721e74d
지스트 블록체인경제센터 계약직연구원,"
광주과학기술원",광주 북구,https://kr.indeed.com/채용보기?jk=a7c68eba65a950aa
"대기업 빅데이터 분석 시스템 개발 및 운영 (Linux,Spark, Python, Java)","
차량IT 전문 기업 (대기업)",서울,https://kr.indeed.com/채용보기?jk=82f2101abe605330
리눅스 엔지니어 경력직,"
와이엘아이티",서울 구로구,https://kr.indeed.com/채용보기?jk=23c508d0e45dfac7
데이터인프라개발팀 - 데이터 플랫폼 엔지니어,"
Nexon",성남 분당구,https://kr.indeed.com/채용보기?jk=73457e281df2be21
머신러닝 서비스 개발 경력사원 (3년 이상),"
레드소프트",서울 구로구,https://kr.indeed.com/채용보기?jk=c4b2b8161d93ffd2
[신규프로젝트] 차세대 콘솔 테크니컬 아티스트 채용,"
엔씨소프트",성남 판교역,https://kr.indeed.com/채용보기?jk=a35563d9c3ef647d
Software Integration Engineer,"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=d0ad8d53ad979e23
20년 차량용 반도체/전장SW 전문가 경력 상시 [PT SW플랫폼 개발],"
현대오트론",서울 강남구,https://kr.indeed.com/채용보기?jk=0fd935a8c87c082e
DGIST-ETH 마이크로로봇연구센터 계약직 연구원 공개 초빙 공고,"
대구경북과학기술원",대구 현풍면,https://kr.indeed.com/채용보기?jk=f9eeef2ae18870e6
성장하는 핀테크 스타트업 BackEnd Developer 경력직,"
웨이브릿지",서울 강남구,https://kr.indeed.com/채용보기?jk=f8ee4cfdf4dd6934
Developer (개발자),"
Coinplug",경기도 성남,https://kr.indeed.com/채용보기?jk=b7be58e7af38d186
Controlling & Risk Management Specialist,"
Mercedes-Benz Financial Services Korea Ltd.",서울,https://kr.indeed.com/채용보기?jk=8e6d0b5a19776c57
"서버, 서버개발 외 경력 정규직","
NZIA connect Inc.",인천 부평구,https://kr.indeed.com/채용보기?jk=60dfe14d5c2972e7
2017년도 제3차 계약직 연구원 공개채용 공고,"
대구경북과학기술원",대구 현풍면,https://kr.indeed.com/채용보기?jk=9ad46a78c31b7eaf
Frontend Developer (Javascript/React),"
Bepro Company",서울,https://kr.indeed.com/채용보기?jk=d11342cfe074df78
[Autonomous Driving] Virtual Environment Simulation Engineer,"
네이버",서울,https://kr.indeed.com/채용보기?jk=5ed0334bca0963cb
보안 개발자 모집,"
넷마블",서울 구로구,https://kr.indeed.com/채용보기?jk=b9a9af798e9d24a5
(E&M부문) TVING 경력사원 [추천/데이터개발],"
CJ ENM",서울 마포구,https://kr.indeed.com/채용보기?jk=ad669d082a9434cb
[S/W] Car Life service Backend 개발,"
현대자동차그룹",서울 강남구,https://kr.indeed.com/채용보기?jk=54eb25a6c8a295c4
RTL 및 ASIC 설계 엔지니어(딥러닝 하드웨어 프로세서 개발),"
딥엑스",성남 분당구,https://kr.indeed.com/채용보기?jk=694ab958318e7fdc
Cross Border Ecommerce - Business Intelligence (Based in Seoul),"
Shopee",서울,https://kr.indeed.com/채용보기?jk=b574f1454ae36aab
[AI Lab] AI 백엔드 엔지니어,"
버즈니",서울,https://kr.indeed.com/채용보기?jk=39d1abf861dbdb6e
데이터 분석가,"
카카오",성남 판교역,https://kr.indeed.com/채용보기?jk=092d062a6faa7139
Data Scientist(CSS 모델링),"
Toss",서울 강남구,https://kr.indeed.com/채용보기?jk=3933762f9f06df56
데이터 분석 직군 모집,"
넷마블",서울 구로구,https://kr.indeed.com/채용보기?jk=1c4f1c0b625f5abd
위시켓과 함께할 서버개발자님,"
위시켓",서울 강남구,https://kr.indeed.com/채용보기?jk=a3a65a4d59061430
[Clova] Conversation Engineering 개발 경력사원,"
네이버",서울,https://kr.indeed.com/채용보기?jk=d5ee2d2e500fe023
[Clova] Clova AI AiCall 개발자 경력사원,"
네이버",서울,https://kr.indeed.com/채용보기?jk=7db25ada717266e0
파이썬SW 금융분야 특화 챗봇 개발 함께 할 엔지니어,"
파운트",서울 충정로역,https://kr.indeed.com/채용보기?jk=ffd9cedb23e97344
챗봇 서비스 NLP 모델러,"
인터파크홀딩스",서울 강남구,https://kr.indeed.com/채용보기?jk=f04e2f1de5888684
파이썬(장고) 백엔드 개발 경력자,"
스토리앤브라더스",서울 구로구,https://kr.indeed.com/채용보기?jk=2a61aca4e872f75f
유명 바이오 의료기기 스타트업 백엔드 개발자 정규직,"
인파트너스",서울 서초구,https://kr.indeed.com/채용보기?jk=f674644621285e18
DATA ANALYST,"
ODK Media, Inc.",서울,https://kr.indeed.com/채용보기?jk=44914d62491e43d9
백엔드 파운트 시스템 엔지니어 (현재 급여수준 이상 보장),"
파운트",서울 충정로역,https://kr.indeed.com/채용보기?jk=d6c05c588971df5a
QA 엔지니어,"
myrealtrip",서울,https://kr.indeed.com/채용보기?jk=69a0719cd470a097
Data Center Technician,"
Amzn Corporate Services Korea",서울,https://kr.indeed.com/채용보기?jk=91e0cff49b6a9df6
연구원,"
국립암센터",고양 정발산역,https://kr.indeed.com/채용보기?jk=c09983262582358d
[Search] 쇼핑 검색 및 추천 AI 기술 개발 신입/경력사원,"
네이버",서울,https://kr.indeed.com/채용보기?jk=faf0422473d4188a
[해외취업] 엔지니어/게임 프로그래머 정사원/계약사원 중,"
CREEK & RIVER Co., Ltd.",대한민국,https://kr.indeed.com/채용보기?jk=fc207b90f7c09a40
"모빌리티 기업 렌카, 데이터 분석 담당자","
렌카",서울 광진구,https://kr.indeed.com/채용보기?jk=4aee3e7a50dce9d2
Data Specialist (Scientist&&Engineer),"
아우름플래닛",서울 마포구,https://kr.indeed.com/채용보기?jk=dd4d8e59a4a9265d
인프라 플랫폼 개발자,"
NHN godo",서울 구로구,https://kr.indeed.com/채용보기?jk=c8a7c9c4022a3544
경험최적화파트 - 데이터 사이언티스트/분석가,"
Nexon",성남 분당구,https://kr.indeed.com/채용보기?jk=c6e0b428a62c7eaa
computer science,"
(주)행림종합건축사사무소",서울 송파구,https://kr.indeed.com/채용보기?jk=571eb16197ec504f
테크센터개발팀 - 웹 프로그래머,"
Nexon",성남 분당구,https://kr.indeed.com/채용보기?jk=5f18c149379506cd
[AI검색플랫폼] 머신러닝 개발자,"
카카오엔터프라이즈",성남 분당구,https://kr.indeed.com/채용보기?jk=dea246efe3aa55a7
웹프론트엔드 개발자,"
Nexon",성남 분당구,https://kr.indeed.com/채용보기?jk=f4a5057bd3043129
[AI R&D] Language AI(NLP) Research 분야 수시 채용,"
엔씨소프트",성남 판교역,https://kr.indeed.com/채용보기?jk=f4190a8dbb8c05b1
퍼즐데이터 역량있는 데이터 분석가,"
주식회사퍼즐데이터",서울 역삼동,https://kr.indeed.com/채용보기?jk=116009dbf59211ed
NAVER IDC 서버 운영/관리(평촌),"
NIT Service",안양 동안구,https://kr.indeed.com/채용보기?jk=097c35ed002a62e5
[Clova] AI Platform Ecosystem 개발자 신입/경력사원,"
네이버",서울,https://kr.indeed.com/채용보기?jk=330df011c452156e
Data Scientist (LINE TIMELINE),"
LINE Plus corporation",성남 서현역,https://kr.indeed.com/채용보기?jk=747e809417b65ce3
얼굴모션 캡처기술 인공지능(AI) 연구개발 전문기업,"
인공지능(AI) 연구개발 전문기업",경기도,https://kr.indeed.com/채용보기?jk=4fa50f2ffd370bae
카카오톡 보이스톡/페이스톡/라이브톡 개발자,"
카카오",성남 판교역,https://kr.indeed.com/채용보기?jk=d585814d097935eb
채팅모듈 개발자,"
Nexon",성남 분당구,https://kr.indeed.com/채용보기?jk=3b752abecf619fe5
Python Programmer,"
Mofac",서울 서초구,https://kr.indeed.com/채용보기?jk=df21e3bb5d773616
[메가존] 오라클 클라우드 아키텍트,"
메가존",서울 강남구,https://kr.indeed.com/채용보기?jk=a57f408f00946723
모바일 앱 보안 솔루션 개발부문,"
스틸리언",서울 용산구,https://kr.indeed.com/채용보기?jk=6718bba08ef6e20b
매칭팀 - 프로그래머,"
Nexon",성남 분당구,https://kr.indeed.com/채용보기?jk=b83e48f219011128
Data Engineer,"
Toss",서울 강남구,https://kr.indeed.com/채용보기?jk=30397f4de3627e9d
기술적 진단/침해분석 (대리~과장),"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=57eeb0cd4196cbe4
저축은행 소비자금융 Data Science,"
국내자본 저축은행",서울 구로구,https://kr.indeed.com/채용보기?jk=9cd311595b3e4bea
저축은행 앱마케팅팀 데이터분석,"
국내자본 저축은행",서울 구로구,https://kr.indeed.com/채용보기?jk=0ab285258b1cb206
EEFA,"
Success Korea",인천 송도동,https://kr.indeed.com/채용보기?jk=edb97f49613c2dd0
머신러닝기반 데이터분석[1차],"
Success Korea",서울 선릉역,https://kr.indeed.com/채용보기?jk=26cc815d5498f436
Sr.Backend Developer(Fintech),"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=5a7a4df2f765285b
데이터 사이언스,"
Success Korea",서울 강남구,https://kr.indeed.com/채용보기?jk=e694ab3767521447
시스템 엔지니어,"
Success Korea",서울 쌍림동,https://kr.indeed.com/채용보기?jk=0e7e7fe884a77d10
Data Scientist,"
에너지 거래소 및 에너지데이터 중개",서울,https://kr.indeed.com/채용보기?jk=1622a08497f8c091
"Principal, Office365 SaaS Application Engineer (Corporate IT Applications)","
Coupang",서울,https://kr.indeed.com/채용보기?jk=8c8b1c8fee606a46
[메쉬코리아(부릉)] Senior Data Engineer 경력직,"
메쉬코리아",서울 강남구,https://kr.indeed.com/채용보기?jk=745d61a5b5f7d3e9
머신러닝 엔지니어 (3년이상),"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=c4338692c14fa45a
Data Analyst (3년이상),"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=91805cdafa75095d
서버 개발(사원~과장급),"
Success Korea",서울 가산디지털단지역,https://kr.indeed.com/채용보기?jk=4801b7535e8bc40d
Deep Learning Engineer(영상 처리),"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=c0f615c8aecd5778
경영기획심사,"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=a9376c5dec70af52
긴급]Database Administrator & Data Warehouse Engineer,"
Success Korea",서울 강남구,https://kr.indeed.com/채용보기?jk=c483dda7deecb505
소프트웨어 개발 PM,"
SW개발전문회사",서울 목동,https://kr.indeed.com/채용보기?jk=bfdb6d14b38319a1
Discovery(검색/추천) ML Engineer,"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=62f4835c89011cd6
Customer Facing Data Scientist,"
Ever Better Recruitment (EBR)",서울,https://kr.indeed.com/채용보기?jk=b06176c3a7092e0a
저축은행 소비자금융본부 Data Science 팀,"
국내자본 저축은행",서울 구로구,https://kr.indeed.com/채용보기?jk=7376f377161ea4f2
머신러닝 엔지니어 (5년이상),"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=4703aab992909e94
하둡 엔지니어 (긴급),"
Success Korea",서울 강남구,https://kr.indeed.com/채용보기?jk=30a73289957a9676
협업도구 및 코드관리도구 운영담당자 (경력),"
카카오",성남 판교역,https://kr.indeed.com/채용보기?jk=62bedb52fadedd74
저축은행 디지털뱅킹팀 데이터분석,"
국내자본 저축은행",서울 구로구,https://kr.indeed.com/채용보기?jk=51dcabafcf7a0bb0
Quantitative Researcher,"
Success Korea",서울 종로구,https://kr.indeed.com/채용보기?jk=324059b8ab6962c0
전자상거래 플랫폼 인프라 설계/구축/운영,"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=9301688209a46cd7
포털 신규 검색기술 파일럿 개발(사원-차장),"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=15c8fa49b690a9e5
Imaging Scientist,"
Success Korea",경기도 화성,https://kr.indeed.com/채용보기?jk=f6e50a2c31a16f79
데이타분석,"
Success Korea",서울 상암동,https://kr.indeed.com/채용보기?jk=a390d9ed3a15a69f
게임 딥러닝 AI 개발,"
Success Korea",성남 분당구,https://kr.indeed.com/채용보기?jk=a6df161cf8e96140
Javascript Developer,"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=e07bf0c08b59ca0c
머신러닝기반 데이터분석_신입[3차],"
Success Korea",서울 선릉역,https://kr.indeed.com/채용보기?jk=f9c492daa7d5c940
고객데이터 분석 (3년이상),"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=0f26fc885d7f30ee
서비스 개발 및 관리,"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=bbf36187bf5002f0
[경력직] 클라우드 플랫폼(PaaS) 엔지니어 채용,"
에이치알 코리아",서울,https://kr.indeed.com/채용보기?jk=8d09144c7027cb06
Data engineer,"
Success Korea",서울 공덕동,https://kr.indeed.com/채용보기?jk=cbfaf43db43ea8f9
Sr.Service/platform Engineer (15년 이상),"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=50a1cb7c9938cba4
Data Analyst (3년 이상),"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=0ec5b648329eb0eb
Data Scientist (고객데이터 분석),"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=7aa43c167847c40f
Sr. Back-end Engineer (SCM Systems),"
Coupang",서울,https://kr.indeed.com/채용보기?jk=e541375257c12d9b
"Solutions Architect, Manufacturing Specialist - AMAZON Web Services, Korea","
Amazon Web Services Korea LLC",서울,https://kr.indeed.com/채용보기?jk=1502306577f8b10a
Data Mining 개발(3년이상 경력),"
에이치알 코리아",서울,https://kr.indeed.com/채용보기?jk=8cf3625826afa063
검색품질 담당,"
Success Korea",서울 삼성동,https://kr.indeed.com/채용보기?jk=d5597ab320c653af
Sydney Based Cloud Support Engineer,"
Success Korea",대한민국,https://kr.indeed.com/채용보기?jk=449c79ff66c3925c
"Principal, Data Engineer (Search and Discovery Platform)","
Coupang",서울,https://kr.indeed.com/채용보기?jk=26adbac583b0ace5
백엔드 개발자(리드),"
Success Korea",서울 역삼역,https://kr.indeed.com/채용보기?jk=1947d9fed6bf4e36
머신러닝 엔지니어 (Machine Learning Engineer),"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=4fb135f4b8706402
SW 품질 보증 전문가,"
Success Korea",서울,https://kr.indeed.com/채용보기?jk=8461bfe74b0948cf
Effect Supervisor (경력 10년 이상) Effect Artist (신입),"
Mofac",서울 서초구,https://kr.indeed.com/채용보기?jk=0fea9598510abf0e
Frontend Developer (Javascript/React),"
Bepro Company",서울,https://kr.indeed.com/채용보기?jk=d11342cfe074df78
Chief Technology Officer,"
Asiance",서울,https://kr.indeed.com/채용보기?jk=4484523b503e0f07
[Robotics] Robot Software Engineer,"
네이버",서울,https://kr.indeed.com/채용보기?jk=2531a0c578f5ca30
Senior R&D Engineer,"
Synopsys",서울,https://kr.indeed.com/채용보기?jk=4b6541fefc98ee60
TOAST CAM 임베디드 개발,"
NHN",성남 판교역,https://kr.indeed.com/채용보기?jk=1a75ce748c5f24e9
[허브클랜] 비즈니스 데이터 분석가 (Business Data Analyst) 영입,"
카카오페이",성남 분당구,https://kr.indeed.com/채용보기?jk=26d1cbdbfbca34d4
[삼성청년SW아카데미] 프로젝트 컨설턴트 (멀티캠퍼스),"
멀티캠퍼스",경상북도 구미,https://kr.indeed.com/채용보기?jk=1a642e02295c816d
[조직문화/개발팀] 백엔드 엔지니어(사내 시스템 개발),"
버즈니",서울,https://kr.indeed.com/채용보기?jk=a312aadd51cba768
[Robotics] Robot Software Engineer,"
네이버랩스",성남 분당구,https://kr.indeed.com/채용보기?jk=7194f219e603ba30
카카오 네트워크 엔지니어,"
카카오",성남 판교역,https://kr.indeed.com/채용보기?jk=f281c810daf0e10d
[NIT Service] NAVER IDC 서버 운영/관리(평촌),"
엔아이티서비스",안양 동안구,https://kr.indeed.com/채용보기?jk=bb54f78c70eff609
[신규프로젝트] 차세대 콘솔 Maya 리거 채용,"
엔씨소프트",성남 판교역,https://kr.indeed.com/채용보기?jk=7bd59201a82e59ed
딥러닝 알고리즘 및 응용 Engineer,"
딥엑스",성남 분당구,https://kr.indeed.com/채용보기?jk=07a8bb63e26d141c
Lead Technical Solutions Engineer,"
MightyHive",서울,https://kr.indeed.com/채용보기?jk=ae2c6294bc277408
데이터 분석 및 지표 구축,"
아프리카TV",성남 분당구,https://kr.indeed.com/채용보기?jk=613678e409e8667c
챗봇 플랫폼 개발자,"
카카오",성남 판교역,https://kr.indeed.com/채용보기?jk=20d40ee61adffeca
[Autonomous Driving] Virtual Environment Simulation Engineer,"
네이버랩스",성남 분당구,https://kr.indeed.com/채용보기?jk=3467d9e176d274c7
"토목설계, 토목기사 외 신입/경력 정규직, 계약직, 인턴","
한국도로기술21",경기도 화성,https://kr.indeed.com/채용보기?jk=7d218fea2ed0fd33
[Clova] 음성인식 엔진/BE/FE 개발 경력사원,"
네이버",서울,https://kr.indeed.com/채용보기?jk=b9b6f9cb761d47ac
메시지발송 플랫폼 개발자,"
Nexon",성남 분당구,https://kr.indeed.com/채용보기?jk=eaee1538d8cc832f
데브옵스개발팀 - 웹 프로그래머,"
Nexon",성남 분당구,https://kr.indeed.com/채용보기?jk=c78a3c5d7bb7d883
데이터 엔지니어,"
크로스앵글",서울 반포동,https://kr.indeed.com/채용보기?jk=ae15250b0a7f47e0
"소프트웨어, 프로그래밍 정규직","
삼정산업",포항 북구,https://kr.indeed.com/채용보기?jk=2078ccd1b792432d
4G LTE/5G NR Software Engineer,"
Success Korea",서울 신대방동,https://kr.indeed.com/채용보기?jk=081ba90fcfa975e3
Data Scientist III,"
Amazon Web Services Korea LLC",서울,https://kr.indeed.com/채용보기?jk=67ca30c143379281
(쿠키런: 오븐브레이크) 데이터과학자 (인턴),"
데브시스터즈",서울 신사동,https://kr.indeed.com/채용보기?jk=9702f48d57992395
[기술플랫폼실] 데이터 사이언티스트(Data Scientist) 분석가 영입,"
카카오페이",성남 분당구,https://kr.indeed.com/채용보기?jk=3a3c48cd3026f062
[XR Experience] 메디컬 콘텐츠 Unity 개발 경력자,"
테트라시그넘",서울 송파구,https://kr.indeed.com/채용보기?jk=993c3077a05b9867
MongoDB Engineer,"
카카오",성남 판교역,https://kr.indeed.com/채용보기?jk=2695294aea6dc3b6
[모아리포트] 개발팀 / 백엔드 엔지니어,"
버즈니",서울,https://kr.indeed.com/채용보기?jk=3b8b8e19a432077d
[S/W] AI Platform Engineer,"
현대자동차그룹",서울 강남구,https://kr.indeed.com/채용보기?jk=1031dcc466f8a204
[Search] [Vision] Computer Vision Engineer 체험형 인턴,"
네이버",서울,https://kr.indeed.com/채용보기?jk=a41d35173ffe4666
검색서비스 서버 개발 신입/경력,"
포티투마루",서울 관악구,https://kr.indeed.com/채용보기?jk=e010f7780d479126
BigData 플래폼 S/W 엔지니어,"
에스케이플래닛",성남 분당구,https://kr.indeed.com/채용보기?jk=f650c8f813cdac23
경력사원 상시 (AI 기획 및 개발),"
신세계아이앤씨",서울 중구,https://kr.indeed.com/채용보기?jk=ab6d748f635fcc41
백엔드 개발자 (데이터 엔지니어) Senior,"
유저해빗",서울 마포구,https://kr.indeed.com/채용보기?jk=452f37372f9f6309
[유명생보사] 통계분석 모델링 담당자,"
㈜에프앤이그재제큐티브",서울,https://kr.indeed.com/채용보기?jk=1a282f7477ebb853
테크빌더팀 웹어플리케이션 개발자 (백앤드/프론트앤드),"
Nexon",성남 분당구,https://kr.indeed.com/채용보기?jk=9d9f5827c98272c9
Linux/Python/PHP/MySQL/백엔드 정규직 경력,"
일루미나리안",용인 보정동,https://kr.indeed.com/채용보기?jk=04d685fc70b67d4e
[경력] 지도 구축 솔루션 개발,"
현대엠엔소프트",서울 용산구,https://kr.indeed.com/채용보기?jk=3fa3834bb999829b
플랫폼 관제운영 (계약직: 6개월),"
PUBG",서울,https://kr.indeed.com/채용보기?jk=2a7a7639f3d97978
바디모션 캡처기술 인공지능(AI) 연구개발 전문기업,"
인공지능(AI) 연구개발 전문기업",경기도,https://kr.indeed.com/채용보기?jk=8925ce6bab9d00d6
Backend Developer,"
Calm Island",서울,https://kr.indeed.com/채용보기?jk=1ce577010a0d8f4d
MySQL 운영 및 개발 DBA (경력),"
네오위즈",대한민국,https://kr.indeed.com/채용보기?jk=3be9c091be0a88a8
AD Performance Dev,"
LINE Plus corporation",성남 서현역,https://kr.indeed.com/채용보기?jk=cef60a5a4a42fe95
[금융사업클랜] 비즈니스 데이터 분석가 (Business Data Analyst) 영입,"
카카오페이",성남 분당구,https://kr.indeed.com/채용보기?jk=eca18a1897e5d4ea
